filename,n vertices,n edges,sequential ratio,n threads,time[s]
graf_10_3.txt,10,15,0.5,8,0.000588001
graf_10_3.txt,10,15,0.5,6,0.00249046
graf_10_3.txt,10,15,0.5,6,0.000452056
graf_10_3.txt,10,15,0.5,2,0.000385726
graf_10_3.txt,10,15,0.5,2,0.00284908
